"249180020","WARSZOWICE","2024","04","01",20.8,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","02",2.9,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","04",6.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","14",3.0,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","15",1.7,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","16",.2,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","17",.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","18",2.0,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","19",2.0,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","20",16.6,"","S",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","21",3.9,"","S",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2024","04","24",5.7,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","01",21.1,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","02",3.6,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","03",.3,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","04",6.2,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","14",2.2,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","15",5.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","17",.3,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","18",.9,"","S",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","19",1.7,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","20",19.7,"","S",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","21",5.7,"","S",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2024","04","24",5.4,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","01",20.5,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","02",2.5,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","03",1.1,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","04",4.1,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","14",2.9,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","15",7.9,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","16",2.1,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2024","04","18",1.4,"","W",0,"9",0,"8","","8",".",""
