"249180020","WARSZOWICE","2014","03","15",13.1,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2014","03","16",11.6,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2014","03","18",9.1,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2014","03","19",3.3,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2014","03","23",3.8,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","15",3.7,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","16",1.6,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","17",.1,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","18",9.4,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","19",3.8,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","23",5.0,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","24",.4,"","W",0,"9",0,"8","","8",".",""
"249180030","CHA£UPKI","2014","03","25",.0,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2014","03","07",.0,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2014","03","15",11.2,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2014","03","16",7.3,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2014","03","18",8.0,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2014","03","19",4.4,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2014","03","23",5.3,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","07",.3,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","15",13.4,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","16",5.2,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","17",.2,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","18",8.6,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","19",2.8,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","23",1.7,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2014","03","24",.4,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2014","03","15",7.5,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2014","03","16",9.6,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2014","03","18",9.3,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2014","03","19",5.5,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2014","03","23",4.7,"","W",0,"9",0,"8","","8",".",""
"249180060","GO£KOWICE","2014","03","24",.7,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","05",.0,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","15",9.3,"","S",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","16",9.9,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","17",.1,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","18",8.0,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","19",6.0,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","23",1.3,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","24",.3,"","W",0,"9",0,"8","","8",".",""
"249180070","MAZA—COWICE","2014","03","25",.3,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","07",.0,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","15",8.7,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","16",10.0,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","17",.1,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","18",9.5,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","19",8.1,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","23",2.1,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","24",.3,"","W",0,"9",0,"8","","8",".",""
"249180080","OCHABY","2014","03","25",.3,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","05",.2,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","15",8.4,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","16",16.5,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","18",8.6,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","19",8.5,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","23",3.6,"","W",0,"9",0,"8","","8",".",""
"249180090","RUDZICA","2014","03","24",.9,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","15",5.3,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","16",15.5,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","18",11.9,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","19",7.2,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","23",4.9,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","24",.8,"","W",0,"9",0,"8","","8",".",""
"249180110","KACZYCE","2014","03","25",.1,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","05",.0,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","15",6.0,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","16",12.6,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","17",.4,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","18",10.5,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","19",7.8,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","20",.1,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","23",2.1,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","24",1.2,"","W",0,"9",0,"8","","8",".",""
"249180120","SKOCZ”W","2014","03","25",1.2,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","07",.0,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","15",5.5,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","16",13.1,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","17",.4,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","18",9.9,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","19",13.8,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","23",2.6,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","24",2.1,"","W",0,"9",0,"8","","8",".",""
"249180140","G”RKI WIELKIE","2014","03","25",.9,"","W",0,"9",0,"8","","8",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","15",6.0,"","S",0,"9",0,"9","","9",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","16",18.1,"","W",0,"9",0,"9","","9",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","18",14.0,"","W",0,"9",0,"9","","9",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","19",5.7,"","W",0,"9",0,"9","","9",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","23",3.5,"","W",0,"9",0,"9","","9",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","24",7.3,"","S",0,"9",0,"9","","9",".",""
"249180180","USTRO—-R”WNICA-WIEå","2014","03","25",.6,"","S",1,"",1,"","5","","*",""
"249180190","BRENNA-LEåNICA","2014","03","04",.0,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","07",.0,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","15",11.8,"","S",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","16",22.2,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","17",.7,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","18",12.0,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","19",10.0,"","S",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","23",3.4,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","24",6.3,"","W",0,"9",0,"8","","8",".",""
"249180190","BRENNA-LEåNICA","2014","03","25",.5,"","W",0,"9",0,"8","","8",".",""
"249180210","SZCZYRK","2014","03","04",.0,"","W",0,"9",0,"9","","9",".",""
